Feature,Duration,ATE,Type
Electronic Box Temperature,40,-15.749997335872177,IBS_R
Search Coil Magnetometer's Temperature,40,-23.5231322363547,IBS_R
Solar Array's Angle,40,-29.052391252149707,IBS_R
High Gain Antenna Azimuth,40,1.273387448249743,IBS_R
Heater Dutycycle,40,-12.432000598479226,IBS_R
2.5V_PCU_ELB,50,-31.235682313600957,IBS_R
Radial Distance from Sun,50,-0.0988839511336089,IBS_R
Electronic Box Temperature,50,-41.78660613669945,IBS_R
Search Coil Magnetometer's Temperature,50,-13.085323962500826,IBS_R
Solar Array's Angle,50,-9.134247161349151,IBS_R
High Gain Antenna Azimuth,50,32.62668505777325,IBS_R
Heater Dutycycle,50,48.14545420472512,IBS_R
2.5V_PCU_ELB,60,27.45700555741041,IBS_R
Radial Distance from Sun,60,-0.0968521934738159,IBS_R
Electronic Box Temperature,60,-43.66979304705501,IBS_R
Search Coil Magnetometer's Temperature,60,19.320252472532115,IBS_R
Solar Array's Angle,60,-43.97794046672182,IBS_R
High Gain Antenna Azimuth,60,-5.35002406123195,IBS_R
Heater Dutycycle,60,-80.91485235884103,IBS_R
2.5V_PCU_ELB,70,43.89621025268138,IBS_R
Radial Distance from Sun,70,-0.090358690221292,IBS_R
Electronic Box Temperature,70,60.989551016848665,IBS_R
Search Coil Magnetometer's Temperature,70,7.817456907937985,IBS_R
Solar Array's Angle,70,-25.46809121342329,IBS_R
High Gain Antenna Azimuth,70,-26.94252823096588,IBS_R
Heater Dutycycle,70,-15.849281853843909,IBS_R
2.5V_PCU_ELB,80,-33.14924331356023,IBS_R
Radial Distance from Sun,80,-0.0828897439482554,IBS_R
Electronic Box Temperature,80,-50.01983864449508,IBS_R
Search Coil Magnetometer's Temperature,80,-21.46497052814296,IBS_R
Solar Array's Angle,80,-12.094283553186568,IBS_R
High Gain Antenna Azimuth,80,12.14149835043864,IBS_R
Heater Dutycycle,80,-15.126959029817336,IBS_R
2.5V_PCU_ELB,90,39.61765271143238,IBS_R
Radial Distance from Sun,90,-0.0748021307233477,IBS_R
Electronic Box Temperature,90,-4.611156095797963,IBS_R
Search Coil Magnetometer's Temperature,90,43.08925418166572,IBS_R
Solar Array's Angle,90,35.19205726916746,IBS_R
High Gain Antenna Azimuth,90,16.784683254964087,IBS_R
