Feature,Duration,ATE,Normalized_ATE,Sum_Normalized_ATE,Type
Outboard Sensor Temperature,240,19.16436876552359,0.06904417398714575,1.0,IBS_N
Inboard Sensor Temperature,240,27.749119230732447,0.09997276923638859,1.0,IBS_N
Solar Array's Angle,240,46.3987129809023,0.16716234440219155,1.0,IBS_N
High Gain Antenna Azimuth,240,57.17146338015752,0.20597372723387386,1.0,IBS_N
High Gain Antenna Elevation,240,79.86474795919194,0.2877316556052682,1.0,IBS_N
Heater Dutycycle,240,7.488875865334375,0.026980447649518843,1.0,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,240,7.165687408952052,0.025816084748443737,1.0,IBS_N
2.5V_PCU_ELB,10,120.25244087760936,0.30332183758314424,1.0000000000000002,IBS_R
Radial Distance from Sun,10,0.0533362426466244,0.00013453404364423908,1.0000000000000002,IBS_R
Electronic Box Temperature,10,35.28089793071844,0.08899168045013421,1.0000000000000002,IBS_R
Outboard Sensor Temperature,10,82.0136050735568,0.20686912644915356,1.0000000000000002,IBS_R
Inboard Sensor Temperature,10,70.27062395581932,0.17724891595412057,1.0000000000000002,IBS_R
Solar Array's Angle,10,1.2667767599839583,0.003195286946707628,1.0000000000000002,IBS_R
High Gain Antenna Azimuth,10,10.393544757671012,0.026216424979748,1.0000000000000002,IBS_R
High Gain Antenna Elevation,10,23.84516751381781,0.06014647166397628,1.0000000000000002,IBS_R
Heater Dutycycle,10,8.924029864477586,0.02250975628756827,1.0000000000000002,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,10,44.15122005664326,0.11136596564180315,1.0000000000000002,IBS_R
2.5V_PCU_ELB,20,12.738893259296498,0.04305769207895472,1.0,IBS_R
Radial Distance from Sun,20,0.0835403993495788,0.0002823680768909841,1.0,IBS_R
Electronic Box Temperature,20,12.74541396388018,0.043079732179643775,1.0,IBS_R
Outboard Sensor Temperature,20,22.547054657995123,0.07620945689633082,1.0,IBS_R
Inboard Sensor Temperature,20,28.707803861314265,0.09703290181989951,1.0,IBS_R
Solar Array's Angle,20,92.21372786215412,0.3116840858089135,1.0,IBS_R
High Gain Antenna Azimuth,20,72.7516057302196,0.24590175724215976,1.0,IBS_R
High Gain Antenna Elevation,20,8.694972161291068,0.02938916484622696,1.0,IBS_R
Heater Dutycycle,20,0.2534796102779262,0.0008567657162583941,1.0,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,20,45.11989661500718,0.1525060753347217,1.0,IBS_R
2.5V_PCU_ELB,30,40.29791665865229,0.16032306494754126,1.0,IBS_R
Radial Distance from Sun,30,0.0922598334012462,0.0003670507184708642,1.0,IBS_R
Electronic Box Temperature,30,43.74863922473887,0.17405157659157586,1.0,IBS_R
Outboard Sensor Temperature,30,32.96229073199903,0.13113867703409843,1.0,IBS_R
Inboard Sensor Temperature,30,0.6109931944048151,0.002430803121134473,1.0,IBS_R
Solar Array's Angle,30,28.438479718553506,0.11314094149202276,1.0,IBS_R
High Gain Antenna Azimuth,30,6.840190141654935,0.027213323647058012,1.0,IBS_R
High Gain Antenna Elevation,30,40.96992246144176,0.16299660340557984,1.0,IBS_R
Heater Dutycycle,30,57.21323166702015,0.22761972372189526,1.0,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,30,0.1805316477778793,0.0007182353206233356,1.0,IBS_R
2.5V_PCU_ELB,40,57.33102308858937,0.2044925826576805,0.9999999999999999,IBS_R
Radial Distance from Sun,40,0.0966156157224674,0.0003446158069361515,0.9999999999999999,IBS_R
Electronic Box Temperature,40,15.749997335872177,0.05617826891188199,0.9999999999999999,IBS_R
Outboard Sensor Temperature,40,0.6575029044803699,0.0023452305540467076,0.9999999999999999,IBS_R
Inboard Sensor Temperature,40,33.77995361821507,0.12048886598049062,0.9999999999999999,IBS_R
Solar Array's Angle,40,29.052391252149707,0.10362624281714482,0.9999999999999999,IBS_R
High Gain Antenna Azimuth,40,1.273387448249743,0.004542013625225025,0.9999999999999999,IBS_R
High Gain Antenna Elevation,40,83.11476087263013,0.2964599477242272,0.9999999999999999,IBS_R
Heater Dutycycle,40,12.432000598479226,0.044343389896539846,0.9999999999999999,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,40,46.86983717228895,0.16717884202582706,0.9999999999999999,IBS_R
2.5V_PCU_ELB,50,31.235682313600957,0.10101437830276097,1.0,IBS_R
Radial Distance from Sun,50,0.0988839511336089,0.00031978494170856376,1.0,IBS_R
Electronic Box Temperature,50,41.78660613669945,0.13513545175362024,1.0,IBS_R
Outboard Sensor Temperature,50,31.62016047237841,0.1022577582869076,1.0,IBS_R
Inboard Sensor Temperature,50,45.21161672017446,0.14621173660299766,1.0,IBS_R
Solar Array's Angle,50,9.134247161349151,0.029539623594701386,1.0,IBS_R
High Gain Antenna Azimuth,50,32.62668505777325,0.10551280020401124,1.0,IBS_R
High Gain Antenna Elevation,50,37.82417833463722,0.12232119090359854,1.0,IBS_R
Heater Dutycycle,50,48.14545420472512,0.15569959624274618,1.0,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,50,31.53664656344436,0.10198767916694763,1.0,IBS_R
2.5V_PCU_ELB,60,27.45700555741041,0.0918724498114237,1.0,IBS_R
Radial Distance from Sun,60,0.0968521934738159,0.00032407205750985263,1.0,IBS_R
Electronic Box Temperature,60,43.66979304705501,0.14612120981663285,1.0,IBS_R
Outboard Sensor Temperature,60,46.24433236740784,0.15473574114278527,1.0,IBS_R
Inboard Sensor Temperature,60,6.293761175087454,0.021059224993573693,1.0,IBS_R
Solar Array's Angle,60,43.97794046672182,0.14715228577605108,1.0,IBS_R
High Gain Antenna Azimuth,60,5.35002406123195,0.017901435610948643,1.0,IBS_R
High Gain Antenna Elevation,60,42.22529688906627,0.14128785679493755,1.0,IBS_R
Heater Dutycycle,60,80.91485235884103,0.2707449542082367,1.0,IBS_R
Outboard Sensor minus Inboard Sensor Temp.,60,2.6301985575858087,0.008800769787900774,1.0,IBS_R
2.5V_PCU_ELB,70,43.89621025268138,0.13401404128549416,0.9999999999999999,IBS_R
Radial Distance from Sun,70,0.090358690221292,0.0002758628403708202,0.9999999999999999,IBS_R
